application_id,business_name,sector,region,ethnic_group,years_in_operation,owner_gender,owner_age,disability_status,num_employees,annual_revenue_ghs,monthly_momo_volume_ghs,avg_monthly_bank_balance_ghs,bank_account_tenure_months,has_momo_account,gra_tin,loan_amount_requested_ghs,loan_purpose,collateral_type,collateral_value_ghs,previous_loan_count,previous_default,credit_bureau_score,rm_recommendation,internal_risk_grade,application_date,contact_phone,days_past_due_current,loan_default
SBG-2025-01168,Accra Fresh FishGH,Fishing,Western,Akan,3.5,male,46,No,8,"GHS 357,108.33",37358.97,22703.41,15,Y,V000072072,23598.33,Business Expansion,Land,4999.73,2,No,526,Decline,A,05/03/2025,0249801202,0,0
SBG-2025-01493,Tema Cold Storage,Healthcare,Ashanti,Ga-Adangbe,1.3,M,51,No,47,26349.7,4179.3,2973.07,30,Yes,P000072899,13302.24,Working Capital,Stock/Inventory,,1,No,,Approve,B,09/01/2024,0247361890,0,0
SBG-2025-02507,Tarkwa HardwareCo,Fishing,Greater Accra,Akan,9.6,Male,50,No,2,96769.51,,6072.62,31,0,V007186279,130335.5,Inventory Purchase,Property,11400.46,1,No,,Approve,B,12/06/2025,0547471362,0,0
SBG-2025-00885,Labadi ImportsEnterprises,Education,Ashanti,Ewe,8,F,29,No,5,349934.39,2470.55,29289.89,4,0,V003262365,17981.36,Debt Refinancing,Guarantor Only,0,2,No,,Approve,D,11/19/2025,0558385847,167,1
SBG-2025-00144,Abokobi PoultryEnterprises,Fishing,Greater Accra,Gurma,1.8,Female,56,No,59,26032.22,14150.42,21549.77,17,Yes,P005948958,96249.01,Business Expansion,Property,,2,No,,Approve,B,11/09/2025,0201539115,0,0
SBG-2025-02979,Airport City ConsultingVentures,ICT,Greater Accra,Mande,6.1,male,46,Yes,7,18121.03,14775.46,441053.62,35,Yes,,10696.44,Equipment,Guarantor Only,0,1,No,,Refer,B,03/26/2024,0548366735,0,0
SBG-2025-00851,Kaneshie ProvisionsCo,Healthcare,Western North,Guan,0.3,male,43,No,4,726713.86,4433.91,34175.42,9,No,,7226.37,Asset Purchase,Land,32331.11,0,,,Approve,C,12/12/2024,0599209171,0,0
SBG-2025-00718,Dzorwulu Digital,Agriculture,Ahafo,Akan,16.8,M,42,No,22,141516.45,1989.36,25904.19,18,yes,P005193190,7936.76,Working Capital,Cash Deposit,,2,Yes,,Approve,B,15/10/2024,0599105668,0,0
SBG-2025-02879,Ashongman EstatesVentures,Fishing,Bono,Ga-Adangbe,4.5,Female,48,No,5,40476.91,1910.58,6301.56,11,No,C000417784,8601.29,Inventory Purchase,Stock/Inventory,12910.62,1,No,595,Approve,A,12/10/2025,0548191605,0,0
SBG-2025-02503,Madina Auto PartsLtd,Education,Upper West,Mole-Dagbani,4.3,Male,47,No,10,44043.77,17700.02,8920.2,7,Yes,C009094656,4429.32,Asset Purchase,Property,31699.95,1,No,,Approve,B,03/01/2024,0596271508,0,0
SBG-2025-00265,Accra Fresh FishCo,Hospitality,Ashanti,Akan,10.5,Male,47,No,4,58806.28,1918.81,1708.39,38,yes,C003101649,4963.75,Equipment,None,,2,No,,Decline,E,11/11/2025,0554164192,103,1
SBG-2025-00076,Lapaz CateringVentures,Transport,Eastern,Ewe,6.5,female,47,No,14,57024.95,1912.1,163475.86,18,No,V006088575,54434.3,Inventory Purchase,Land,11669.88,1,Yes,718,Approve,B,27/07/2024,0209744945,0,0
SBG-2025-02493,Techiman Market Store,ICT,Bono,Akan,7.2,Male,48,No,14,17257.8,3543.38,851,18,Y,,15413.45,Equipment,Equipment,,1,No,,Approve,C,19/01/2024,0203954793,0,0
SBG-2025-00396,Ashongman EstatesEnterprises,Education,Greater Accra,Akan,13.4,Male,39,No,10,21147.85,6190.56,9433.2,49,Y,V000001025,18348.45,Business Expansion,Cash Deposit,39493.37,2,Yes,,Approve,B,11/10/2024,0596118991,0,0
SBG-2025-02580,Weija Block FactoryEnterprises,Fishing,Ashanti,Akan,5.2,female,40,No,1,43766.46,2817.29,,3,No,,16972.53,Working Capital,None,,3,Yes,,Approve,A,25/10/2025,0591578828,0,0
SBG-2025-02225,Osei & SonsGH,Agriculture,Greater Accra,Ewe,0.1,Male,34,No,3,"GHS 11,275.68",,869.23,10,no,,60204.08,Renovation,Land,4515.21,2,No,409,Approve,B,08/10/2024,0542563996,0,0
SBG-2025-02836,Obuasi Mining SuppliesVentures,Agriculture,Ashanti,Akan,12.6,Male,22,No,1,12554.33,5237.06,2254.87,32,1,C006740165,161159.17,Equipment,Cash Deposit,377420.34,0,No,,Approve,A,01/19/2025,0241603036,0,0
SBG-2025-00397,Ashaiman Steel WorksVentures,Manufacturing,North East,Ewe,9.8,Female,44,Yes,5,51587.18,4928.03,23049.42,12,yes,P009064471,30287.82,Inventory Purchase,Guarantor Only,0,1,No,,Approve,B,18/08/2025,0598280195,0,0
SBG-2025-01366,Adenta ConstructionGH,Fishing,Ashanti,Guan,0.7,Female,40,No,11,54217.07,,2353.52,29,no,C007768403,48479.42,Vehicle Purchase,Property,73502.8,4,No,,Approve,B,15/03/2025,0551042123,0,0
SBG-2025-02534,Techiman Market StoreEnterprises,Education,Greater Accra,Akan,0.1,Male,46,No,6,86155.08,31793.9,7590.72,1,1,C006999309,17916.76,Equipment,Stock/Inventory,69257.11,1,No,,Approve,B,04/14/2025,0209347692,0,0
SBG-2025-01904,Sunyani Timber,Hospitality,Central,Akan,0.2,Female,31,No,19,18908.12,,25390.9,7,1,,91666.32,Debt Refinancing,Cash Deposit,17536.48,4,No,476,Approve,B,17/06/2025,0553577212,0,0
SBG-2025-00596,Abokobi PoultryVentures,Healthcare,Greater Accra,Akan,3.2,female,30,No,17,48012.22,3142.24,106157.31,20,No,V008401697,12771.51,Debt Refinancing,Land,14833.4,1,No,,Approve,B,01/20/2025,0552139711,0,0
SBG-2025-02110,Nana Ama Textiles,Healthcare,Northern,Grusi,20.5,Male,48,No,1,741505.73,2797.1,90609.33,0,No,P001845250,17068.3,Inventory Purchase,Stock/Inventory,36021.9,2,No,,Approve,B,26/10/2025,0272497237,0,0
SBG-2025-01297,Circle ManufacturingVentures,Healthcare,Ashanti,Ga-Adangbe,0.9,Female,44,No,12,127115.37,12543.86,2093.05,16,Yes,P009058067,88413.09,Business Expansion,None,0,3,No,,Approve,B,01/07/2024,0279670863,0,0
SBG-2025-01822,Dome PharmacyCo,Fishing,Ashanti,Akan,0.6,F,40,No,5,234437.38,11817.81,17359.57,30,TRUE,P009686677,99339.24,Inventory Purchase,Equipment,23337.53,3,No,,Decline,D,10/15/2025,0550655466,147,1
SBG-2025-00873,Nkrumah Circle ElectronicsEnterprises,ICT,Northern,Mole-Dagbani,5.2,male,55,No,6,244858.5,9244.94,3003.29,6,Yes,C002562548,12450.49,Business Expansion,Guarantor Only,,1,No,,Decline,B,15/12/2024,0207671803,0,0
SBG-2025-02948,Legon Tech HubEnterprises,Education,Ashanti,Ewe,3.6,M,49,No,10,29596.32,,,2,Yes,C008796050,13349.65,Debt Refinancing,None,0,4,No,477,Approve,A,06/12/2024,0272800291,0,0
SBG-2025-02327,Lapaz CateringLtd,ICT,Upper East,Mole-Dagbani,8.6,F,48,No,5,313024.92,1949.74,2218.54,9,Yes,,15612.25,Asset Purchase,Guarantor Only,,0,,,Approve,A,07/04/2025,0265677187,0,0
SBG-2025-01549,Makola Market SuppliesGH,Construction,Upper East,Gurma,0.2,Male,46,No,7,672866.72,666.21,2342.06,11,N,P009167794,16920.73,Inventory Purchase,Equipment,61288.51,1,No,,Approve,B,12/07/2024,0546023325,0,0
SBG-2025-00037,Dansoman TradingLtd,Manufacturing,Western,Akan,1.8,F,39,No,28,690516.36,8276.53,2269.81,19,yes,,61189.16,Inventory Purchase,Stock/Inventory,10986.7,1,No,,Decline,D,28/04/2025,0541791771,125,1
SBG-2025-02909,Makola Market SuppliesEnterprises,Services,Ashanti,Mole-Dagbani,1.8,M,25,No,5,30049.22,10101.9,21542.06,21,0,PENDING,9181.59,Working Capital,Land,54093.59,1,No,578,Refer,A,15/07/2025,0264006628,0,0
SBG-2025-02144,Circle ManufacturingCo,Transport,Greater Accra,Akan,1.9,Female,37,No,7,21453.36,2707.82,4388.12,27,No,PENDING,27002.7,Inventory Purchase,Land,8635.82,2,No,,Approve,B,08/04/2024,0270910150,0,0
SBG-2025-02591,Madina DigitalVentures,Transport,Ahafo,Akan,8.6,F,47,No,1,$747.35,6214.17,6074.43,16,0,,9193.18,Vehicle Purchase,Stock/Inventory,214612.76,0,,,Approve,A,10/09/2024,0241379688,0,0
SBG-2025-00978,Osei & SonsVentures,Agriculture,Bono East,Ga-Adangbe,0.3,female,36,Yes,13,300077.09,161.39,851.71,11,Yes,PENDING,9517.64,Vehicle Purchase,Land,6570.24,3,No,696,Approve,A,06/11/2025,0207010565,0,0
SBG-2025-01572,Adenta ConstructionCo,Education,Western,Mole-Dagbani,0.9,Female,44,No,3,84153.51,4847.84,3548.65,40,Y,V000491651,16442.5,Debt Refinancing,Property,68781.17,2,No,,Approve,B,09/10/2025,0206638219,0,0
SBG-2025-01123,Tarkwa HardwareGH,Hospitality,Greater Accra,Mole-Dagbani,9.9,F,42,No,8,3686.98,4362.65,41154.49,41,0,C000945878,9561.36,Asset Purchase,Vehicle,31428.44,1,No,,Approve,B,01/09/2024,0267455500,0,0
SBG-2025-02240,Ashongman EstatesLtd,ICT,Greater Accra,Ga-Adangbe,1.4,Male,31,No,8,34370.93,3811.69,123440.7,25,no,,11384.93,Equipment,Equipment,80554.75,3,No,,Approve,A,07/12/2024,0261787896,0,0
SBG-2025-02505,Bolgatanga Crafts,Agriculture,Eastern,Akan,1.1,Female,53,No,2,17667.87,2486.03,15582.74,64,1,C007187482,38908.36,Working Capital,Guarantor Only,0,1,No,,Approve,B,11/25/2025,0272683743,0,0
SBG-2025-01893,Volta Farms,Construction,Ashanti,Ga-Adangbe,8,F,36,No,3,29207.14,734.96,6582.36,28,No,C009751687,7396.75,Debt Refinancing,Land,146398.96,0,,,Approve,C,18/04/2024,0590159176,0,0
SBG-2025-00676,Kaneshie MotorsVentures,ICT,Volta,Ewe,20.2,male,38,No,8,169736.7,5375.08,,5,No,C004606502,31179.79,Equipment,Stock/Inventory,6582.75,3,No,,Approve,B,01/13/2025,0544491594,0,0
SBG-2025-00729,Korle Bu SuppliesLtd,Healthcare,Greater Accra,Akan,1.1,Male,44,No,1,"GHS 12,106.24",22285.87,,11,Y,,37035.7,Vehicle Purchase,Property,120422.47,1,No,,Approve,B,04/08/2025,0267666262,0,0
SBG-2025-00413,Golden Gate ImportsEnterprises,Hospitality,Savannah,Mole-Dagbani,15,Female,50,No,2,10083.65,370.47,316.91,52,1,,86600.54,Debt Refinancing,Guarantor Only,0,2,Yes,,Approve,C,02/02/2025,0596393453,0,0
SBG-2025-01517,Abokobi PoultryLtd,Agriculture,Western,Ga-Adangbe,5.2,male,45,No,22,96991.32,4413.8,11045.28,11,No,V009201429,23450.71,Equipment,Property,35644.65,1,No,589,Approve,B,01/06/2025,0249631652,0,0
SBG-2025-01650,Golden Gate ImportsEnterprises,ICT,Western,Akan,6.2,Male,45,No,11,"GHS 157,405.83",680.5,,11,Yes,P009545868,45810.46,Vehicle Purchase,Cash Deposit,44860.57,0,,261,Approve,C,07/05/2025,0200202555,0,0
SBG-2025-00826,Oyibi Logistics,Education,Central,Akan,12.6,female,34,No,5,33985.98,2006.69,20915.12,181,No,C005739864,17742.17,Asset Purchase,Guarantor Only,0,1,No,,Refer,A,25/01/2025,0207261668,0,0
SBG-2025-00617,Makola Market SuppliesVentures,Services,Ashanti,Akan,0.3,Male,45,No,17,34718.64,,8324.51,126,1,V007391163,42060.76,Inventory Purchase,Equipment,202347.87,4,No,566,Approve,C,08/07/2024,0242573052,0,0
SBG-2025-00115,Agbogbloshie RecyclingEnterprises,Retail/Trading,Upper West,Guan,5,Male,50,No,1,263791.21,154093.28,124703.6,6,TRUE,C008590262,5362.64,Business Expansion,Vehicle,94212.87,1,No,544,Approve,B,22/01/2024,0540153348,0,0
SBG-2025-00418,Labadi ImportsVentures,Mining/Quarrying,Greater Accra,Ga-Adangbe,2,Female,46,No,6,79315.52,857.07,159187.78,51,Yes,V001210529,7540.47,Debt Refinancing,Cash Deposit,80291.35,3,No,,Approve,D,16/06/2024,0203786033,95,1
SBG-2025-01626,Wa LivestockVentures,Transport,Ashanti,Akan,5.9,F,43,No,7,26564.74,,8890,1,Yes,V006934202,18095.72,Asset Purchase,Land,100200.66,1,No,,Refer,B,05/07/2024,0243843777,0,0
SBG-2025-02976,Teshie VenturesGH,Manufacturing,Ashanti,Akan,0.1,Male,41,No,38,"GHS 235,722.57",2336.57,7344.49,11,Yes,V005579921,49860.54,Business Expansion,Land,,1,No,,Decline,C,20/02/2024,0265168131,0,0
SBG-2025-00090,Agbogbloshie RecyclingGH,Agriculture,Upper East,Gurma,3.2,Female,25,No,6,128785.18,3046.89,1475.65,63,Yes,,12664.64,Equipment,Guarantor Only,0,0,,,Refer,B,02/10/2024,0244927659,0,0
SBG-2025-02083,Nkrumah Circle ElectronicsEnterprises,Construction,Western,Akan,3.1,Male,999,No,11,96113.44,4522.72,3472.3,30,yes,P000391923,13662.36,Vehicle Purchase,Guarantor Only,0,1,No,,Approve,A,27/01/2025,0590128886,0,0
SBG-2025-00754,Sowutuom VenturesCo,Fishing,Ashanti,Akan,2,Female,52,No,10,$31544.79,11324.81,832.46,12,yes,C000247749,18910.17,Renovation,Property,41771.97,1,Yes,,Approve,A,05/09/2024,0547671624,0,0
SBG-2025-01631,Ho ElectricalVentures,Agriculture,Central,Ga-Adangbe,7.1,F,55,No,1,30678.18,640.53,401.65,9,No,V000088226,196965.82,Equipment,None,0,0,,,Approve,B,02/02/2024,0558002947,0,0
SBG-2025-00012,Lapaz CateringEnterprises,Education,Ashanti,Ga-Adangbe,-1,Male,28,No,8,88035.57,1469.52,11229.17,11,Yes,V008336622,17702.15,Renovation,Equipment,401069.86,0,,619,Approve,A,15/01/2025,0276421973,0,0
SBG-2025-02445,Haatso PropertiesEnterprises,Construction,Greater Accra,Ewe,2.9,Female,40,No,7,215242.97,1139.72,31875.92,36,No,C002658318,26030.34,Inventory Purchase,Guarantor Only,0,1,No,,Approve,B,08/20/2025,0551276610,0,0
SBG-2025-00285,Korle Bu SuppliesCo,Manufacturing,North East,Mole-Dagbani,4.3,F,58,No,3,11288.15,9630.75,19820.06,88,Y,,8651.73,Business Expansion,None,0,0,,,Approve,A,03/01/2025,0550756569,0,0
SBG-2025-01067,Achimota Farms,Hospitality,Greater Accra,Akan,1.4,male,50,No,2,806987.08,1560.38,2320.13,52,0,P001922358,26181.6,Asset Purchase,Stock/Inventory,,0,,548,Approve,C,19/04/2024,0546740071,0,0
SBG-2025-01192,Makola Market Supplies,Services,Bono,Ga-Adangbe,4.4,male,56,Yes,1,25317.98,1249.58,253.71,84,1,C008608263,47388.63,Equipment,Vehicle,43564.93,0,,,Approve,A,02/14/2024,0201789097,0,0
SBG-2025-01441,Ama Beauty SuppliesCo,Manufacturing,Bono,Ga-Adangbe,17.5,Female,47,No,6,"GHS 205,669.06",5108.86,48480.13,150,Y,P002346277,73812.22,Vehicle Purchase,Cash Deposit,30106.69,3,No,,Approve,B,06/08/2024,0269276460,0,0
SBG-2025-02838,Madina DigitalVentures,Education,Oti,Ewe,0.2,female,44,No,13,136311.08,2407.67,2837.41,37,0,,17087.44,Vehicle Purchase,Property,360281.34,3,No,538,Approve,B,09/21/2024,0261556776,0,0
SBG-2025-02837,Prestea Gold ServicesGH,Mining/Quarrying,Greater Accra,Ewe,25,female,38,No,12,269695.5,5061.85,8691.32,45,yes,P003158909,9397.45,Vehicle Purchase,Land,,2,No,,Approve,A,07/23/2024,0275154603,0,0
SBG-2025-02746,Teshie Ventures,Education,Western,Akan,7.6,Male,38,No,103,150974.92,,181.79,71,1,P006213358,8030.4,Renovation,Stock/Inventory,141595.7,1,No,483,Approve,B,01/17/2024,0276728279,0,0
SBG-2025-01569,Legon Tech HubEnterprises,Education,Ashanti,Ga-Adangbe,4.9,Female,51,No,42,45225.38,1098.3,3361.28,16,N,V006815153,21427.79,Debt Refinancing,Land,31486.09,2,No,,Decline,B,16/01/2024,0546823550,0,0
SBG-2025-02428,Dome-Kwabenya Farms,Hospitality,Greater Accra,Mole-Dagbani,15.6,male,54,No,2,37752.56,1557.88,18119.28,9,No,V000091017,154393.02,Equipment,Vehicle,50118.94,2,No,,Refer,D,17/04/2024,0558082382,41,1
SBG-2025-02612,Abokobi PoultryEnterprises,Services,Northern,Mole-Dagbani,0,F,31,No,37,8969.14,,15962.67,20,yes,,25788.77,Working Capital,Stock/Inventory,20063.44,1,Yes,,Approve,C,01/20/2025,0243864899,0,0
SBG-2025-01688,Circle ManufacturingCo,Construction,Greater Accra,Ewe,3.3,Female,39,No,2,37444.18,1400.73,,11,0,,10052.31,Vehicle Purchase,Stock/Inventory,66900.88,0,,,Approve,B,08/09/2025,0596650436,0,0
SBG-2025-00852,Achimota FarmsGH,Hospitality,Oti,Ewe,6.9,male,46,No,2,29316.51,22349.08,25250.5,59,yes,V003281850,4527.05,Vehicle Purchase,Guarantor Only,0,1,No,,Decline,A,28/10/2025,0590725981,0,0
SBG-2025-02208,Grace Foods LtdGH,Services,Ashanti,Ewe,9.8,female,45,No,7,40179.56,1281.28,601.45,14,1,,21466.87,Working Capital,Equipment,26847.58,4,No,,Approve,A,08/12/2024,0597957552,0,0
SBG-2025-00896,Accra Fresh Fish,Hospitality,Greater Accra,Ewe,1.1,female,49,No,12,19049.61,102160.01,1551.34,67,Yes,,33402.84,Equipment,Stock/Inventory,31224.08,2,Yes,,Approve,B,11/02/2024,0270798567,0,0
SBG-2025-00497,Dome PharmacyEnterprises,Healthcare,Ashanti,Akan,4.4,Male,36,No,138,35752.13,10296.6,22170.97,15,Yes,V006489157,19223.03,Renovation,None,0,2,No,,Approve,B,03/09/2025,0243619214,0,0
SBG-2025-02306,Tema Cold StorageLtd,Education,Central,Akan,2.5,female,63,No,5,530623.33,2038.72,,27,Yes,,98523.49,Renovation,None,,1,No,,Approve,A,12/27/2024,0204682588,0,0
SBG-2025-01783,Mensah Enterprise,Manufacturing,Greater Accra,Ewe,3.1,Female,52,No,13,"GHS 16,593.66",5041.92,1671.06,13,0,,93240.74,Working Capital,Land,49041.55,2,No,,Decline,B,07/03/2025,0202169320,0,0
SBG-2025-00336,Kumasi Metalworks,ICT,Upper East,Gurma,0.2,Male,45,No,1,97807.43,5477.32,19811.4,0,Yes,,50910.97,Equipment,Equipment,59672.77,1,No,528,Decline,B,11/18/2025,0268045840,0,0
SBG-2025-00516,Circle ManufacturingCo,Hospitality,Bono East,Mole-Dagbani,0.1,Male,38,No,4,403466.73,769.02,,20,1,V001465787,11865.26,Vehicle Purchase,Land,90192,2,No,,Approve,A,26/06/2024,0599819337,0,0
SBG-2025-01349,Makola Market SuppliesEnterprises,Services,Western,Akan,22,F,51,No,2,$24277.78,564.65,47138.78,27,0,C000518731,87475.27,Working Capital,Stock/Inventory,79696.09,1,No,,Approve,A,20/07/2024,0202256603,0,0
SBG-2025-01016,Agbogbloshie RecyclingEnterprises,Mining/Quarrying,Ashanti,Guan,13,Male,61,No,44,,393.76,3593.47,5,No,C009412501,38797.88,Inventory Purchase,None,0,4,Yes,,Decline,B,14/01/2024,0549699427,0,0
SBG-2025-02845,Kofi MotorsVentures,Fishing,Greater Accra,Ewe,4.3,Male,23,No,8,35626.45,768.05,,4,Yes,P002052134,14771.38,Inventory Purchase,Property,24166.53,2,No,408,Approve,C,10/22/2024,0597710675,0,0
SBG-2025-02840,Haatso PropertiesVentures,Services,Eastern,Ga-Adangbe,2.3,M,59,No,19,$299.65,991.14,30585.8,32,yes,,19782.64,Renovation,Guarantor Only,0,0,,469,Approve,A,04/11/2025,0559561439,0,0
SBG-2025-01782,Grace Foods Ltd,Education,Greater Accra,Ewe,11.6,female,42,No,6,12651.19,12828.17,1424.83,31,Yes,P000456949,14642.2,Equipment,Property,4853.65,1,No,,Approve,C,10/02/2024,0267806419,0,0
SBG-2025-02570,Dome-Kwabenya FarmsGH,Healthcare,Greater Accra,Mole-Dagbani,13.2,female,54,No,11,39005.98,33625.47,12903.63,88,TRUE,,8910.82,Working Capital,Guarantor Only,0,1,No,640,Refer,E,18/08/2024,0242274141,152,1
SBG-2025-01786,Labadi ImportsGH,Services,Greater Accra,Akan,11.3,F,38,No,12,29339.74,5320.14,8984.31,19,0,C006232099,28434.38,Working Capital,Land,,1,No,,Decline,B,10/12/2024,0201821177,0,0
SBG-2025-02071,Agbogbloshie Recycling,Fishing,Greater Accra,Akan,7.1,Male,55,No,4,291977.71,998.11,,6,1,P007728598,10492.41,Equipment,Guarantor Only,,3,No,,Approve,A,18/03/2025,0268148696,0,0
SBG-2025-00357,Sowutuom VenturesVentures,Hospitality,Eastern,Ewe,0.1,F,43,No,19,81405.39,1199.43,17813.59,56,No,C007500158,8365.01,Asset Purchase,Stock/Inventory,37756.44,2,No,,Approve,A,08/08/2025,0203171945,0,0
SBG-2025-02993,Sunyani TimberCo,Construction,Volta,Ga-Adangbe,4,Female,24,No,97,,5382.59,2876.97,2,1,P004760124,47789.6,Business Expansion,Property,29871.2,1,No,,Approve,C,28/10/2025,0552481120,0,0
SBG-2025-01313,Wa LivestockCo,Mining/Quarrying,Central,Mole-Dagbani,4,male,45,No,17,$2379.09,1009.51,11208.84,9,TRUE,C008459887,40559.63,Inventory Purchase,Property,36391.19,2,No,,Approve,A,04/14/2024,0593508703,0,0
SBG-2025-01636,Kwaku Trading,Mining/Quarrying,Greater Accra,Akan,1.3,F,21,No,4,33220.11,303.95,30299.78,45,0,,43442.44,Equipment,None,0,4,Yes,,Approve,B,16/11/2024,0552544601,0,0
SBG-2025-00551,Kasoa Trading HubEnterprises,Construction,Central,Ga-Adangbe,3.7,Female,41,No,6,50268.96,6368.37,3559.6,31,1,,8481.31,Asset Purchase,None,0,2,No,,Approve,A,26/09/2025,0595707352,0,0
SBG-2025-02389,Takoradi MarineEnterprises,Transport,Central,Ga-Adangbe,6.1,Male,28,No,9,32253.11,2667.46,86273.24,4,Yes,PENDING,17965.57,Asset Purchase,Property,16031.65,1,No,621,Approve,A,18/07/2024,0592191722,0,0
SBG-2025-02480,Abokobi PoultryVentures,Manufacturing,Northern,Ga-Adangbe,7.9,Male,31,No,2,24515.02,612.82,9471.76,38,yes,C005433193,8779.63,Business Expansion,Vehicle,24307.61,0,No,,Decline,E,10/06/2024,0559482863,81,1
SBG-2025-02522,Sunyani TimberVentures,Mining/Quarrying,Western North,Mole-Dagbani,0.7,Male,55,No,49,91388.69,3756.93,2938.12,82,No,,6893.63,Vehicle Purchase,Land,154405.5,3,No,,Decline,A,01/09/2024,0248975418,0,0
SBG-2025-02266,Kaneshie MotorsEnterprises,Transport,Western,Akan,5,Male,38,No,2,$6207.90,3509.92,652.22,38,Yes,V000822449,12184.09,Equipment,Cash Deposit,31213.48,2,No,,Approve,A,19/12/2024,0244337398,0,0
SBG-2025-01228,Wa LivestockVentures,Services,Central,Akan,1.6,Male,35,No,2,185309.92,2811.49,12165.78,14,yes,,25341.03,Equipment,Cash Deposit,71509.16,2,No,628,Approve,B,27/11/2025,0240063226,0,0
SBG-2025-02716,Pantang Agribusiness,Manufacturing,Central,Akan,1.8,Female,39,No,8,36658.11,5978.75,35588.26,141,Y,,200146.51,Renovation,Cash Deposit,49961.03,3,No,,Approve,A,19/06/2025,0267409551,0,0
SBG-2025-00958,Aflao Border TradeLtd,Services,Ashanti,Akan,0.2,Male,45,No,17,104742.83,10405.39,26693.12,26,yes,P009757181,78212.29,Vehicle Purchase,Cash Deposit,117425.34,2,No,,Decline,A,03/13/2024,0590323785,0,0
SBG-2025-01774,Legon Tech HubCo,ICT,Ashanti,Akan,15.5,M,44,No,7,5369.76,2893.91,1600.92,39,0,C000135063,48331.87,Debt Refinancing,Stock/Inventory,5797.5,2,No,596,Approve,A,21/09/2025,0591934612,0,0
SBG-2025-02142,Labadi ImportsCo,Fishing,Greater Accra,Ewe,3.9,Male,32,No,3,$4534.22,7415.52,29444.95,20,no,C005760681,113470.38,Renovation,Equipment,678202.46,0,,,Decline,C,28/09/2024,0555905495,0,0
SBG-2025-01009,Cape Coast HospitalityCo,Healthcare,Greater Accra,Mole-Dagbani,1.4,Male,46,No,1,33104.67,1529.36,2556.21,14,N,C003957212,17436.6,Business Expansion,Land,92351.17,2,No,,Refer,C,03/09/2025,0264795376,36,1
SBG-2025-01093,Abokobi PoultryEnterprises,Education,Savannah,Mole-Dagbani,4.7,F,43,No,1,13929.4,1401.03,81555.15,9,No,V004463415,18012.37,Renovation,Vehicle,30607.9,3,No,627,Approve,C,03/06/2024,0274880188,0,0
SBG-2025-02710,Tarkwa HardwareLtd,ICT,Greater Accra,Akan,1.7,female,37,No,2,203411.49,892.79,2324.1,19,Yes,,9959.63,Equipment,Guarantor Only,0,1,No,601,Approve,B,08/06/2025,0263509862,0,0
SBG-2025-00997,Kaneshie MotorsGH,Retail/Trading,Western,Ga-Adangbe,12.5,Female,39,No,4,98351.25,3825.42,5637.93,49,Yes,,52992.72,Inventory Purchase,Vehicle,3371.04,0,,,Approve,C,10/04/2025,0541824791,0,0
SBG-2025-01680,Techiman Market StoreVentures,Mining/Quarrying,Central,Guan,5.9,Male,50,No,10,52854.58,4439.76,73091.53,54,N,P000361502,2186.44,Renovation,Vehicle,97199.98,2,No,,Approve,A,01/07/2025,0208875161,0,0
SBG-2025-00154,Labadi Imports,Agriculture,Northern,Mole-Dagbani,3.4,female,35,No,1,40346.43,13509.39,23791.72,11,1,C004408237,10662.43,Inventory Purchase,None,,2,No,,Approve,B,08/25/2024,0597798727,0,0
SBG-2025-02819,Grace Foods LtdLtd,Transport,Ahafo,Ga-Adangbe,0,Male,34,No,3,50920.68,1735.51,188281,3,0,V000029657,37357.48,Vehicle Purchase,Stock/Inventory,29525.68,1,Yes,,Approve,C,11/15/2025,0241686152,0,0
SBG-2025-00581,Spintex Road LogisticsCo,ICT,Greater Accra,Mole-Dagbani,3.1,female,200,No,2,34561.22,,313006.01,15,Yes,P003401393,7574.81,Business Expansion,Land,172438.47,4,No,,Approve,A,03/11/2024,0276707408,0,0
SBG-2025-01471,Tarkwa HardwareGH,ICT,Bono,Ga-Adangbe,4.2,female,38,No,54,93227.04,16612.43,6596.22,3,TRUE,V009342257,7546.07,Asset Purchase,Cash Deposit,13299.88,0,,649,Approve,B,11/11/2025,0274486848,0,0
SBG-2025-00704,Bolgatanga CraftsCo,Education,Greater Accra,Grusi,0.7,Female,34,No,17,36215.76,1349.95,,146,Yes,,5601.93,Asset Purchase,Land,34562.86,1,No,637,Approve,A,28/03/2025,0209724559,0,0
SBG-2025-01213,Aflao Border TradeVentures,Construction,Greater Accra,Akan,0.9,M,20,No,6,$9403.02,,8016.39,9,N,C001458825,10375.91,Debt Refinancing,Property,54321.05,3,No,,Refer,D,27/03/2025,0549825455,44,1
SBG-2025-00897,Tarkwa HardwareLtd,Agriculture,Ashanti,Akan,1.7,Female,46,No,12,106423.59,4026.36,14062.87,17,TRUE,P008256463,77685.93,Inventory Purchase,Land,47100.66,2,No,624,Approve,B,16/01/2025,0205693280,0,0
SBG-2025-00488,Tamale Agri ServicesGH,Hospitality,Greater Accra,Akan,1.6,Male,58,No,31,7907.17,4501.95,4211.46,8,yes,V001830104,16218.38,Asset Purchase,Cash Deposit,93657.38,2,No,704,Decline,A,09/22/2025,0202446299,0,0
SBG-2025-00560,Kaneshie MotorsLtd,Transport,Ashanti,Akan,4.8,Male,54,No,3,167163.76,,2350.02,0,No,,56351.44,Vehicle Purchase,Cash Deposit,178428.99,3,No,547,Approve,C,12/13/2025,0200236368,0,0
